workflow_id,week,source_system,attempts,first_attempt_status,final_status,final_reason,customer_impact
W2-0164,2026-W24,partner,1,success,success,,false
W2-0165,2026-W24,web,1,success,success,,false
W2-0166,2026-W24,mobile,1,success,success,,false
W2-0167,2026-W24,partner,1,success,success,,false
W2-0168,2026-W24,web,1,success,success,,false
W2-0169,2026-W24,mobile,1,success,success,,false
W2-0170,2026-W24,partner,1,success,success,,false
W2-0171,2026-W24,web,1,success,success,,false
W2-0172,2026-W24,mobile,1,success,success,,false
W2-0173,2026-W24,partner,1,success,success,,false
W2-0174,2026-W24,web,1,success,success,,false
W2-0175,2026-W24,mobile,1,success,success,,false
W2-0176,2026-W24,partner,2,failure,success,,false
W2-0177,2026-W24,web,2,failure,success,,false
W2-0178,2026-W24,mobile,2,failure,success,,false
W2-0179,2026-W24,partner,2,failure,success,,false
W2-0180,2026-W24,web,2,failure,success,,false
W2-0181,2026-W24,mobile,2,failure,success,,false
W2-0182,2026-W24,partner,2,failure,success,,false
W2-0183,2026-W24,web,2,failure,success,,false
W2-0184,2026-W24,mobile,2,failure,success,,false
W2-0185,2026-W24,partner,2,failure,success,,false
W2-0186,2026-W24,web,2,failure,success,,false
W2-0187,2026-W24,mobile,2,failure,success,,false
W2-0188,2026-W24,partner,2,failure,success,,false
W2-0189,2026-W24,web,2,failure,success,,false
W2-0190,2026-W24,mobile,2,failure,success,,false
W2-0191,2026-W24,partner,2,failure,success,,false
W2-0192,2026-W24,web,2,failure,success,,false
W2-0193,2026-W24,mobile,2,failure,success,,false
W2-0194,2026-W24,partner,2,failure,success,,false
W2-0195,2026-W24,web,2,failure,success,,false
W2-0196,2026-W24,mobile,2,failure,failure,upstream_unavailable,true
W2-0197,2026-W24,partner,2,failure,failure,upstream_unavailable,true
W2-0198,2026-W24,web,2,failure,failure,upstream_unavailable,true
W2-0199,2026-W24,mobile,2,failure,failure,upstream_unavailable,true
W2-0200,2026-W24,partner,2,failure,failure,upstream_unavailable,true
